"Response ID","Time Started","Date Submitted","Status","Contact ID","Legacy Comments","Comments","Language","Referer","SessionID","User Agent","Tags","IP Address","Longitude","Latitude","Country","City","State/Region","Postal","Access Log","communityBoardID","isDeleted","Policy Area","Need Group","Agency","Type","Need","Request","Dropdown Combinations","Dropdown Logic","Budget Request Title Please give your budget request a short and recognizable title that will allow it to be readily identified (ex. PS 41 Amenity Upgrade)","Continued Support:Please check the box below if you'd like to mark this request for Continued Support","Budget Request - Continued Support Checkbox Visibility","Explanation","Is this request specific to a particular site, location, or facility?","Address:Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","Site or Facility Name:Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","Facility Name:Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","Cross-Street 1 (for Street Segment):Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","Cross-Street 2 (for Street Segment):Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","address-search.js","On Street (Enter Street Name):Complete the following if your request is for a street segment","Cross Street 1:Complete the following if your request is for a street segment","Cross Street 2:Complete the following if your request is for a street segment","Side of Street (if only one-side):Complete the following if your request is for a street segment","Street Name:Complete the following if your request is for an intersection","Intersection - Street 1:Complete the following if your request is for an intersection","Intersection - Street 2:Complete the following if your request is for an intersection","Compass Direction (if streets intersect twice):Complete the following if your request is for an intersection","Supporter 1","Supporter 2","1:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","2:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","3:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","4:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","5:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","6:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","7:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","8:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","9:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","10:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","previousFYAgencyResponse","previousFYAgencyCategoryResponse","currentFYAgencyResponse","currentFYAgencyCategoryResponse","previousFYRanking","currentFYRanking","Previous Year ID","Current Year ID"
"6663","Aug 21, 2024 9:48:00 am","Aug 21, 2024 9:48:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248104_66c5f028d556f8.19408758","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Expense","Park programming","Provide more programs in parks or recreational centers","","","Provide more programs in parks or recreational centers","","","Outdoor learning initiatives in parks, community gardens, and other green spaces.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the Community Board Unit at OMB for information regarding this request.","This request requires further study","","","33","","312202533E","7531899-6663-2026-MN12-E"
"6664","Aug 21, 2024 9:48:00 am","Aug 21, 2024 9:48:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248112_66c5f030dedbd0.21879463","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Capital","Park, buildings, and access improvements","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)","","","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)","","","Renovate eastern (Broadway) perimeter playground in Ft. Tryon Park's Anne Loftus Playground and add sensory playground.","Yes","4746 BROADWAY, New York, NY, USA","fort. tryon park anne loftus playground","","","","","","","","","","","","","","","","","","","","","","","","","Contact the Community Board Unit at OMB for information regarding this request.","This request requires further study","","","34","","312202534C","7531899-6664-2026-MN12-C"
"6665","Aug 21, 2024 9:48:00 am","Aug 21, 2024 9:48:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248120_66c5f038e63d72.53231649","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Transportation and Mobility","Needs for Traffic and Transportation Infrastructure","Department of Transportation (DOT)","Expense","Traffic and traffic flow","Conduct traffic or parking studies","","","Conduct traffic or parking studies","","","Fund traffic study for W 207th St. and University Heights Bridge.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","Please contact the Borough Commissioner's office to discuss this request.","The agency requires additional information from the community board regarding this request","","","34","","312202534E","7531899-6665-2026-MN12-E"
"6666","Aug 21, 2024 9:48:00 am","Aug 21, 2024 9:48:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248128_66c5f040e9d8e8.17363889","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Transportation and Mobility","Needs for Transit Services","New York City Transit Authority (NYCTA)","Capital","Transit Infrastructure","Repair or upgrade subway stations or other transit infrastructure","","","Repair or upgrade subway stations or other transit infrastructure","","","Rehabilitate West 207th Street IRT Subway Stations.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","More information is needed from the community board before making a funding decision. The community board should contact the agency.","The agency requires additional information from the community board regarding this request","","","35","","312202535C","7531899-6666-2026-MN12-C"
"6667","Aug 21, 2024 9:48:00 am","Aug 21, 2024 9:49:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248136_66c5f048efbbb5.35106759","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Housing, Economic Development, and Land Use","Needs for Economic Development","Department of Small Business Services (SBS)","Expense","Direct business services","Other expense budget request for SBS","","","Other expense budget request for SBS","","","(Revised) Hiring of Spanish-speaking health inspectors designated to this district.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","This is not under SBS jurisdiction. Please refer this request to the appropriate agency","The agency does not/cannot give priority to funding this request","","","35","","312202535E","7531899-6667-2026-MN12-E"
"6668","Aug 21, 2024 9:49:00 am","Aug 21, 2024 9:49:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248145_66c5f05102b825.44648793","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Youth, Education, and Child Welfare","Needs for Youth Education","School Construction Authority","Capital","Schools and educational facilities","Provide technology upgrade","","","Provide technology upgrade","","","Fund an SCA tracker to provide timely repairs of infrastructure within district 6.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","312202536C","7531899-6668-2026-MN12-C"
"6669","Aug 21, 2024 9:49:00 am","Aug 21, 2024 9:49:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248153_66c5f05908f641.00294216","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Transportation and Mobility","Needs for Traffic and Transportation Infrastructure","Department of Transportation (DOT)","Expense","Traffic and traffic flow","Conduct traffic or parking studies","","","Conduct traffic or parking studies","","","Fund traffic study for 165th and FWA to W 170th & FWA.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","More information is needed from the community board before making a funding decision. The community board should contact the agency.","The agency requires additional information from the community board regarding this request","","","36","","312202536E","7531899-6669-2026-MN12-E"
"6670","Aug 21, 2024 9:49:00 am","Aug 21, 2024 9:49:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248161_66c5f061167031.01530105","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Capital","Park, buildings, and access improvements","Provide a new, or new expansion to, a building in a park","","","Provide a new, or new expansion to, a building in a park","","","Lighthouse Link (HHP Greenway).","No","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the Community Board Unit at OMB for information regarding this request.","This request requires further study","","","37","","312202537C","7531899-6670-2026-MN12-C"
"6671","Aug 21, 2024 9:49:00 am","Aug 21, 2024 9:49:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248169_66c5f069184298.68688594","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Expense","Park maintenance and safety","Enhance park safety through design interventions, e.g. better lighting","","","Enhance park safety through design interventions, e.g. better lighting","","","Repair sinkholes in Ft. Washington Park pathways from Haven Ave.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the Community Board Unit at OMB for information regarding this request.","This request requires further study","","","37","","312202537E","7531899-6671-2026-MN12-E"
"6672","Aug 21, 2024 9:49:00 am","Aug 21, 2024 9:49:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248177_66c5f07121f933.12278814","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Capital","Park, buildings, and access improvements","Reconstruct or upgrade a building in a park","","","Reconstruct or upgrade a building in a park","","","Fund water mitigation project for the historic Morris-Jummel Mansion","Yes","","Morris Jummel Mansion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","","312202538C","7531899-6672-2026-MN12-C"
"6673","Aug 21, 2024 9:49:00 am","Aug 21, 2024 9:49:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248185_66c5f079235058.19449338","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Transportation and Mobility","Needs for Transit Services","New York City Transit Authority (NYCTA)","Expense","Transit service","Other transit service requests","","","Other transit service requests","","","Baseline Real Time Passenger Information (@ bus stops)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","","312202538E","7531899-6673-2026-MN12-E"
"6674","Aug 21, 2024 9:49:00 am","Aug 21, 2024 9:49:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248193_66c5f0812e1fc7.54828312","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Capital","Park, buildings, and access improvements","Improve access to a park or amenity (i.e. playground, outdoor athletic field)","","","Improve access to a park or amenity (i.e. playground, outdoor athletic field)","","","J. Hood Wright overlook and viewing platform: ADA accessibility","Yes","J HOOD WRIGHT PARK, New York, NY, USA","J. Hood Wright Park","","","","","","","","","","","","","","","","","","","","","","","","","Contact the Community Board Unit at OMB for information regarding this request.","This request requires further study","","","39","","312202539C","7531899-6674-2026-MN12-C"
"6675","Aug 21, 2024 9:50:00 am","Aug 21, 2024 9:50:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248201_66c5f089354737.22038475","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Expense","Street trees and forestry services","Other street trees and forestry services requests","","","Other street trees and forestry services requests","","","Increased use of goats as a better, more eco-sensitive alternative to pesticides for removal of invasive species.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the Community Board Unit at OMB for information regarding this request.","This request requires further study","","","39","","312202539E","7531899-6675-2026-MN12-E"
"6676","Aug 21, 2024 9:50:00 am","Aug 21, 2024 9:50:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248209_66c5f091384a61.59890190","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Capital","Park, buildings, and access improvements","Improve access to a park or amenity (i.e. playground, outdoor athletic field)","","","Improve access to a park or amenity (i.e. playground, outdoor athletic field)","","","Ft. Washington Park Inspiration Point Portico: repair steps.","Yes","FORT WASHINGTON PARK, Manhattan, New York County, NY, USA","Fort Washington Park","","","","","","","","","","","","","","","","","","","","","","","","","Contact the Community Board Unit at OMB for information regarding this request.","This request requires further study","","","40","","312202540C","7531899-6676-2026-MN12-C"
"6677","Aug 21, 2024 9:50:00 am","Aug 21, 2024 9:50:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248217_66c5f0993c9323.80998133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Housing, Economic Development, and Land Use","Needs for Economic Development","Department of Small Business Services (SBS)","Expense","Direct business services","Provide or expand business education to businesses and entrepreneurs","","","Provide or expand business education to businesses and entrepreneurs","","","Provide funding for cannabis education for small businesses.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","This project was funded in a prior fiscal year and the scope is now underway.","The agency agrees with this request, will accommodate","","","40","","312202540E","7531899-6677-2026-MN12-E"
"6678","Aug 21, 2024 9:50:00 am","Aug 21, 2024 9:50:00 am","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724243443_66c5ddf331c382.31938130&ssoconfirmation=ZWppTUtGaDY3cWs1aThxN1poZHlhcmx0Vzk5eX53bG13d01ycVd2d2NpaHE4QVZ6UXVNZVB4VGRKTTY0MWNmeWVtc3VuT2NrdURIUmliVUtzTXVIemswYko0V09KRUlneWpBaUZpNjEwUVJLTHUzN2RXfnRXSnV3d0c3SlJmTkQzVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724248225_66c5f0a147e032.62979956","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","MN12","","Transportation and Mobility","Needs for Transit Services","New York City Transit Authority (NYCTA)","Capital","Transit Infrastructure","Repair or upgrade subway stations or other transit infrastructure","","","Repair or upgrade subway stations or other transit infrastructure","","","Rehabilitate the 168th IND line subway stations.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","More information is needed from the community board before making a funding decision. The community board should contact the agency.","The agency requires additional information from the community board regarding this request","","","41","","312202541C","7531899-6678-2026-MN12-C"
